140463,29.7,33.6700337
113033,24.1,41.4937759
124186,19.5,51.2820513
110490,49.4,20.242915
79124,54.1,18.4842884
92634,48.6,20.5761317
89246,30.8,32.4675325
195145,10.8,92.5925926
297342,20.2,49.5049505
264298,20.4,49.0196078
134342,17.3,57.8034682
147600,50.3,19.8807157
77370,34.2,29.2397661
170822,33.7,29.6735905
40642,45.7,21.8818381
71359,22.3,44.8430493
104923,48.1,20.7900208
190317,19.4,51.5463918
215512,71.9,13.9082058
178105,45.1,22.172949
131025,31.3,31.9488818
149844,24.9,40.1606426
170556,27.2,36.7647059
280969,17.7,56.4971751
114233,29,34.4827586
74502,21.4,46.728972
97167,29.3,34.1296928
114572,17.5,57.1428571
436348,16.5,60.6060606
389302,17.8,56.1797753
122392,17.3,57.8034682
130436,31.2,32.0512821
272790,14.5,68.9655172
194435,15.7,63.6942675
299621,28.6,34.965035
210884,20.8,48.0769231
112471,29.3,34.1296928
93738,19.3,51.8134715
121024,39.5,25.3164557
156035,13,76.9230769
185404,24.1,41.4937759
126160,38,26.3157895
143072,40.1,24.9376559
96769,36.1,27.700831
94014,26.6,37.593985
118214,25.1,39.8406375
157446,14.6,68.4931507
150283,18.2,54.9450549
153842,15.3,65.3594771
197214,15.2,65.7894737
206127,17.4,57.4712644
71981,73.3,13.6425648
169401,7.1,140.84507
99843,12.5,80
60000,45.8,21.8340611
28000,44.9,22.2717149
60000,65,15.3846154
61800,49.9,20.0400802
38000,54.8,18.2481752
38000,53.5,18.6915888
42000,69.9,14.3061516
96200,366.1,2.73149413
103087,24.6,40.6504065
147720,58.6,17.0648464
78175,53.2,18.7969925
92215,17.4,57.4712644
271804,15.5,64.516129
119566,14.5,68.9655172
100231,24.1,41.4937759
95831,21.2,47.1698113
229711,9.8,102.040816
74308,29.9,33.4448161
259506,7.2,138.888889
159573,19.4,51.5463918
147176,41.1,24.3309002
205732,11.2,89.2857143
215783,21.2,47.1698113
116710,42.8,23.364486
359112,9.4,106.382979
189959,61.7,16.2074554
133198,19.4,51.5463918
242821,6.6,151.515152
142811,15.9,62.8930818
200498,18.8,53.1914894
199065,13.2,75.7575758
93648,34.5,28.9855072
163001,22.1,45.2488688
436348,22.1,45.2488688
124478,71.9,13.9082058
168276,31.9,31.3479624
114157,44.6,22.4215247
130088,28.6,34.965035
152624,24,41.6666667
174232,13.8,72.4637681
196515,29.9,33.4448161
232714,9.9,101.010101
245920,22.6,44.2477876
130953,13,76.9230769
